Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
ShenShan,2,richard,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,en,NodeColor
31,,[],,[],生命通道,[],,FALSE,,
32,,[],,[],沃利达酒馆门,[],,FALSE,,
33,,[],,[],海轮党水手,[],,FALSE,,
34,,[],,[],海轮党参谋,[],,FALSE,,
35,,[],,[],海轮党首领,[],,FALSE,,
69,,[],,[],查克,[],,False,,Gray
36,,[],,[],凯,[],,FALSE,,
37,,[],,[],沃里达酒馆大门,[],,FALSE,,
38,,[],,[],生命通道,[],,False,,Gray
39,,[],,[],缇娜,[],,False,,
40,,[],,[],海轮党海盗,[],,False,,
41,,[],,[],海轮党船长,[],,FALSE,,
42,,[],,[],老瘸子先知,[],,FALSE,,
43,,[],,[],灵视老瘸子,[],,FALSE,,
44,,[],,[],武装代理人员,[],,FALSE,,
45,,[],,[],武装挖掘人员,[],,FALSE,,
46,,[],,[],戈林核心,[],,FALSE,,
47,,[],,[],沃克,[],,FALSE,,
48,,[],,[],失落海盗,[],,FALSE,,
49,,[],,[],矿石蜘蛛,[],,FALSE,,
51,,[],,[],海底管理密令,[],Got Safe Code from codex (kill),FALSE,,
52,,[],,[],海底核心终端,[],OceanTerminal,False,,
53,,[],,[],暗街商人,[],,FALSE,,
54,,[],,[],缇娜的信条,[],,FALSE,,
55,,[],,[],帕热,[],,FALSE,,
56,,[],,[],海底终端,[],,FALSE,,
57,,[],,[],Chap07,[],,FALSE,,
58,,[],,[],飞船操作手册,[],Chap07 tina und me came to spaceship und found eine book und dialogue with it,FALSE,,
59,,[],,[],刀锋,[],,FALSE,,
60,,[],,[],Chap08,[],,FALSE,,
61,,[],,[],伏尔图斯元素,[],,FALSE,,
62,,[],,[],伏尔图斯侵蚀体,[],,FALSE,,
63,,[],,[],高级所多提斯战士,[],,FALSE,,
68,,[],,[],圣山之门,[],,FALSE,,
105,,[],,[],奎里姆,[],,False,,
71,,[],,[],矩石,[],Start Matches Games,FALSE,,
72,,[],,[],暗街杀手,[],,FALSE,,
73,,[],,[],暗街商人,[],,FALSE,,
74,,[],,[],帕洛尔元素,[],,FALSE,,
75,,[],,[],帕洛尔侵蚀体,[],,FALSE,,
76,,[],,[],伏尔侵蚀体,[],Chap08,FALSE,,
77,,[],,[],伏尔元素,[],,FALSE,,
80,,[],,[],所多提斯侵蚀体,[],Chap09 Final Chap At Sodtyx End with Chaos,False,,
81,,[],,[],托尼,[],Uncle Montana,FALSE,,
82,,[],,[],所多提斯协议,[],,FALSE,,
83,,[],,[],狱魔,[],,FALSE,,
84,,[],,[],蒙大拿,[],Who jail by Toni,FALSE,,
86,,[],,[],真理之门,[],Final Battle with Chaos,FALSE,,
87,,[],,[],战争,[],,FALSE,,
88,,[],,[],痛苦,[],,FALSE,,
89,,[],,[],死亡,[],,FALSE,,
90,,[],,[],饥饿,[],,FALSE,,
91,,[],,[],凯奥斯,[],,FALSE,,
92,,[],,[],生命地图,[],,FALSE,,
93,,[],,[],肯,[],,FALSE,,
97,,[],,[],回滚,[],,FALSE,,
98,,[],,[],瑞奇成员,[],,FALSE,,
99,,[],,[],矩石,[],,FALSE,,
100,,[],,[],戈林皇冠,[],,FALSE,,
101,,[],,[],戈林幽魂,[],,FALSE,,
102,,[],,[],湖门,[],"When DungeonBoss>=1 at SodtyxBreak,  can change dungeon to ""HU"" as Dungeon(needs battle)",False,,
103,,[],,[],所多提斯侵蚀体,[],,False,,
104,,[],,[],真理之门,[],,False,,
Items
ID,Name,Pictures,Description,Is Item,en QuestName,en QuestDetails,Success Description,Failure Description,State,enQuestName,enQuestDetails,Display Name,Trackable,Track,XP Reward,Scrap Reward,Item Reward Amount,Item Reward,Entry Count,Entry 1,Entry 1 State,Entry 1 Display Name,Entry 1 Active,Entry 1 Success,Entry 1 CurrentAmount,Entry 1 GoalAmount,Entry 2,Entry 2 State,Entry 2 Display Name,Entry 2 Active,Entry 2 Success,Entry 2 CurrentAmount,Entry 2 GoalAmount,Entry 3,Entry 3 State,Entry 3 Display Name,Entry 3 Active,Entry 3 Success,Entry 3 CurrentAmount,Entry 3 Goal Amount,Locations,Entry 1 Target,Abandonable,Group,QuestMan
Number,Text,Files,Text,Boolean,Localization,Localization,Text,Text,Text,Text,Text,Text,Boolean,Boolean,Number,Number,Number,Text,Number,Text,Text,Text,Text,Text,Number,Number,Text,Text,Text,Text,Text,Number,Number,Text,Text,Text,Text,Text,Number,Number,Text,Actor,Boolean,Text,Actor
1,尝试获取瑞奇的信任,[],瑞奇或许有办法弄到克农协议,False,,,,,unassigned,,,,False,True,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,洛斯据点插入信号放大器,[],"瑞奇党的信号被所多提斯屏蔽了,需要在洛斯据点插入放大器越过所多提斯人的屏障",False,,,,,unassigned,,,,False,True,0,0,0,,0,,(None),,,,0,1,,(None),,,,0,1,,(None),,,,0,1,,,False,,
3,托奇的需求,[],托奇需要克农以及虚假的协议带回肯托,FALSE,,,,,unassigned,,,,FALSE,TRUE,0,0,0,,0,,(None),,,,0,1,,(None),,,,0,1,,(None),,,,0,1,,,,,
4,前往地下列车,[],,FALSE,,,,,unassigned,,,,FALSE,TRUE,0,0,0,,0,,(None),,,,0,1,,(None),,,,0,1,,(None),,,,0,1,,,,,
5,油管堵塞,[],列车输油管堵塞需要疏油剂疏通管道.,FALSE,,,,,unassigned,,,,FALSE,TRUE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,前往沃里达,[],"奎里姆告诉我tina的方向,告诉我赶紧逃离奎卡",FALSE,,,,,unassigned,,,,FALSE,TRUE,0,0,0,,0,,(None),,,,0,1,,(None),,,,0,1,,(None),,,,0,1,,,,,
7,战胜莱曼,[],战胜莱曼进入路德亚据点,FALSE,,,,,unassigned,,,,FALSE,TRUE,0,0,0,,0,,(None),,,,0,1,,(None),,,,0,1,,(None),,,,0,1,,,,,
8,与金谈谈,[],"“阴差阳错”的来到了由路德亚占领的地下运输网,需要跟金谈谈",FALSE,,,,,unassigned,,,,FALSE,TRUE,0,0,0,,0,,(None),,,,0,1,,(None),,,,0,1,,(None),,,,0,1,,,,,
9,鼹鼠行动,[],路德亚计划击退莱得尼的计划,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,截取货物,[],莱得尼交接处,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,新生,[],"击败所多提斯时遇到特律,自由联合协会的游侠",FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,重获新生,[],"我从奎卡逃离,需要知道前往沃里达的路",False,,,,,unassigned,,,,False,False,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,False,,
13,试图离开奎卡,[],"从奎利姆得知所多提斯将血洗奎卡,需要先找到离开奎卡的方法",FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
14,说服托奇提供地下列车的地点,[],"陆地的线路被所多提斯人占领,但是还存在着一条失修已久地下线路",FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,找到奎利姆,[],查克跟我说问问奎利姆,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
16,等到奎卡发车时间,[],"肯托列车能将我们逃离奎卡,需要等到发车时间",FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
17,从下水道逃离奎卡,[],"所多提斯人开始屠杀奎卡人,我们需要从下水道离开奎卡",FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,1,[var=DungeonBoss]/1 击败,active,,,,0,1,,(None),,,,,,,(None),,,,,,,9,FALSE,,
18,战胜黑色史密斯,[],战胜史密斯后会告诉我如何制作物品,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,1,[var=DungeonBoss]/ 1 击败,active,,,,0,0,,(None),,,,,,,(None),,,,,,,10,FALSE,,
20,丛林奇兵,[],去丛林获取制作物品的材料,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,1,[var=万能材料] / 3 已获取,active,,,,0,0,,(None),,,,,,,(None),,,,,,,,FALSE,,
21,与托奇对话,[],尝试问问托奇看看他知道些什么,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
22,设法找到瑞奇党的据点,[],"瑞奇党在奎卡旁边生存着,或许他们有可能弄到克农",FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
23,保护列车,[],"地底列车遭到了地下爬虫的袭击,我临危受命成为了一名清扫夫",FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
24,潜入莱德尼港口,[],潜入莱德尼港口,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
25,与南讨论进攻方向,[],"与南讨论古代武器发射方向,",FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
26,打开莱德尼大门,[],与南讨论进攻的方向,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
27,清理莱德尼,[],大门打开后即可以清除莱得尼据点,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
28,重要的解释,[],新手教程,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
29,与凯交谈,[],"成功占领了地下线路后,金告诉我们去沃里达由路德亚控制的酒馆",FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,前往查克商店,[],前往查克的商店寻找缇娜的踪迹,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,生命行情,[],路德亚控制的生命道路似乎有利可图,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,久坐成疾,[],聪明的智商占领高地导致下半身瘫痪是个值得研究的问题,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,老海盗,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,不见天日,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,与沃克谈论身份验证,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,帮助老瘸子获得戈林核心,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,帮助武装力量获得戈林核心,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,地下交易,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,挖掘一块矩石,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,解救缇娜,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,重置海域,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,拯救帕热,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,前往肯托,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,创始之初,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,首次使用刀锋,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,与肯交谈,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,丛林泰山,[],,FALSE,,,,,unassigned,,,,,,,,,,1,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,
48,最后一跃,[],c9,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,伏尔武器,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,破坏外界协议,[],c9,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,湖中人,[],c9,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,天国阶梯,[],c9,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,新的选择,[],c9,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,未知方向,[],c9,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,借克农记,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,与莱曼交谈,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,与金交谈,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,武装力量矿工,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,黑市交易行,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,修复飞船,[],,FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,对战,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
62,一切的开始,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
63,夺回古柯草,[],"古柯草被地下势力瑞奇党偷窃,前往失落的地下城去抢夺3个古柯草",FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
64,瑞奇党,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
65,找到缇娜,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
66,前往沃里达,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
67,千钧一发,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
68,新生,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
69,重获新生,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
70,说服托奇提供地下列车的地点,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
71,保护地下列车,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
72,借克农记,[],,FALSE,,,,,unassigned,,,,FALSE,FALSE,0,0,0,,0,,(None),,,,,,,(None),,,,,,,(None),,,,,,,,FALSE,,
73,乘胜追击,[],"从蒙大拿口中得知了托尼的位置,需要尽快接触协议的生成状态",FALSE,,,,,unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locations
ID,Name,Pictures,Description
Number,Text,Files,Text
1,New Location 1,[],
Variables
ID,Name,Initial Value,Description,InitialValueType
Number,Text,Number,Text,Text
1,WetBug,0,,Number
2,PlayerMoney,0,Update for playerMoney,Number
3,HasBrokeLedyneEntrance,False,"different to is ancient weapon is  Charge,if true skip the dungeon relative to inside",Boolean
4,古柯草,0,,Number
6,isKill,False,,Boolean
7,瑞奇党成员,0,,Number
8,所多提斯士兵,0,所多提斯士兵,Number
10,吉里唐,13,,Actor
11,DungeonMonster,0,,Number
12,DungeonBoss,0,,Number
13,DungeonKey,False,,Boolean
14,DungeonCurrent,0,,Number
15,DungeonGoal,3,,Number
16,特律,0,,Number
17,TeriIsKill,False,,Boolean
18,黑色史密斯,0,,Number
19,万能材料,0,制作物品材料,Number
20,TeriHasDefeat,False,,Boolean
21,ItemEnough,False,quu,Boolean
22,CollectDone,False,CollectItemCheck,Boolean
23,MoneyEnough,False,,Boolean
24,Code,,,Text
25,DMPerc,0,count kill with float,Number
26,HasPack,False,Validate Pack,Boolean
27,MatrixStone,0,got from DACave,Number
28,OceanCode,,,Text
29,BladeTrainNum,0,,Number
30,PlayerID1,0,GotIdByWalker who was wolvda boss,Number
31,WalkerCash,0,,Number
33,PlayerIDVIP,False,ID by Walker (p),Boolean
34,GoreRing,False,,Boolean
Conversations
ID,Title,Pictures,Description,Actor,Conversant,enTitle,enDetails
Number,Text,Files,Text,Actor,Actor,Localization,Localization
2,地下列车,[],,1,21,,
6,滴虫,[],"滑溜溜的丛林,体内的液体具有非常好的润滑作用",1,2,,
7,地下爬虫,[],,1,5,,
9,滴滴露,[],"滴虫母体,具有非常强的自我繁殖能力",1,23,,
10,莱曼,[],"ludya势力位于常年位于地下,隔绝圣山网的攻击利用机械勘探深层资源,地下列车击败爬虫网后拦截。\n1.money  \n2.battle\n3.pass",1,24,,
11,金,[],"Ludya首领,攻陷ldyne总指挥,策划进攻计划",1,27,,
12,托,[],ludya machine repair ，目的将激活古代机器并偷运到莱得尼港口。,1,25,,
13,南,[],"ledya 行动指挥,负责突击行动。",1,26,,
14,李,[],沃里达酒馆老板,1,2,,
15,古代武器,[],,1,2,,
16,平克,[],lynde boss,1,5,,
17,弗伊,[],"lynde 武装大臣,负责管理莱得尼成员",1,14,,
18,莱尼,[],,1,16,,
20,特律,[],"遇到特律并前往奎卡人营地,并通过特律的引导",1,8,,
21,黑色史密斯,[],"自由联合协会的铁匠,负责对物品的制作和贸易负责,对于玩家开放制作系统和使用装备(Chap02)",1,2,,
23,矮人托奇,[],"肯托与奎卡贸易的商人,前往奎卡交易克农.\n帮助托奇偷窃克农,或者与瑞奇党协商克农\n(Chap02)",1,3,,
24,瑞奇,[],"瑞奇党的头目,在圣山欺骗事件后被惩罚变成了老鼠,\nu found the ruiqi und talking with lock dialogue .\nat the common, \nbattle with ruiqi und get the fake protocol.(Chap02)",1,18,,
25,Qika History,[],,1,2,,
26,信号放大器,[],,1,19,,
27,所多提斯射手,[],,1,9,,
28,所多提斯军官,[],,1,20,,
29,奎卡地下列车,[],,1,21,,
30,滴滴露,[],,1,9,,
31,WetJungleBoss,[],,1,23,,
32,爬虫网,[],,1,22,,
33,BugNets,[],,1,22,,
34,莱曼,[],,1,24,,
35,莱曼,[],,1,4,,
36,回滚,[],,1,97,,
37,地下爬虫,[],,1,5,,
38,瑞奇党成员,[],,1,98,,
39,所多提斯货船船员,[],,1,29,,
40,所多提斯船长,[],,1,29,,
41,Dire,[],,1,28,,
42,地下列车,[],,1,21,,
43,NewKidInTown,[],,1,69,,
44,古代武器通讯装置,[],,1,33,,
45,莱得尼自瞄炮台,[],,1,30,,
46,莱德尼列车,[],,1,34,,
47,凯,[],沃利达酒馆老板,1,36,,
48,Chap04,[],,1,2,,
50,LifeTunnel,[],,1,38,,
51,WolvaBar,[],,1,37,,
52,SeaWheelPirate,[],,1,40,,
53,OTDruid,[],,1,42,,
54,Walker,[],Wolvda Boss who manager the this place,1,70,,
55,LostPirate,[],,1,52,,
56,GoreRingPirate,[],,1,30,,
57,GoreRing,[],,1,30,,
58,EP,[],,1,44,,
59,EPDigger,[],,1,45,,
60,BMMember,[],"different of the player select,accord to quest active ,includes:\n1 battle : seawheel , ludya\n2.without battle : EP,OT",1,53,,
61,DAKiller,[],DenCave,1,72,,
63,Tina,[],,1,39,,
64,OceanCore,[],,1,52,,
65,ParloAE,[],,1,75,,
66,ParloE,[],,1,54,,
67,SafeCodex,[],,1,51,,
68,DungeonMap,[],,1,54,,
69,Pareu,[],,1,55,,
70,SpaceshipManunal,[],"At Chap06, tina und me came to the reborn,who first born at this place , found an manunal about the spaceship , dialogue with bokk und start the story (explore card und knew the character who is.)",1,58,,
71,Can,[],Chap08 At Vultus includes top und flameRails,1,93,,
72,BladeTrain,[],,1,59,,
73,FlameAE,[],,1,76,,
74,FlameE,[],,1,77,,
75,HyperSodtyx,[],At Chap09 Fiest met enemy defeat them und unlock the sodtyx outside \nFirst Quest :最后一跳,1,85,,
76,SodtyxProtocol,[],,1,82,,
77,Toni,[],as boss und defeat him,1,81,,
78,Montana,[],"the goal  for sodyux ist save montana und exile toni ,who deal with the outworld evil .",1,84,,
79,War,[],,1,87,,
80,Pain,[],,1,103,,
81,Hunger,[],,1,90,,
82,Death,[],,1,89,,
83,Hevil,[],,1,67,,
84,MatrixSpider,[],,1,79,,
85,SodAE,[],,1,80,,
88,Chaos,[],,1,94,,
91,GoreRingCrown,[],,1,42,,
92,SafeNote,[],Got from ParloCodex,1,52,,
93,所多提斯士兵,[],,1,6,,
94,TinaNote,[],,1,54,,
95,矩石,[],Start Matches Mode,1,99,,
96,船长,[],,1,30,,
97,戈林皇冠,[],,1,30,,
98,GoreRingGhost,[],,1,101,,
99,HuGate,[],,1,102,,
100,SodtyxAE,[],,1,103,,
101,HellEvil,[],,1,83,,
102,New Conversation 102,[],,1,27,,
103,TruthGate,[],,1,104,,
DialogueEntries
entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Pictures,Description,Parenthetical,Audio Files,Video File,en,Response Menu Sequence,Portraits Visible,canvasRect
Text,Number,Number,Number,Number,Text,Text,Text,Boolean,Special,Special,Text,Text,Text,Files,Text,Text,Files,Text,Localization,Text,Boolean,Text
奎卡地下列车_2_0,2,0,21,1,START,,,False,Block,Normal,,,None(),[],,,[],,,,TRUE,684.049;1
Player_2_2,2,2,1,11,,,我们如何发动他,False,Block,Normal,,,,[],,,[],,,,TRUE,256.7027;117.9106
莱曼_2_4,2,4,11,1,,,我需要对车体进行检查.,False,Block,Normal,,,,[],,,[],,,,TRUE,223.8579;178.0054
Player_2_5,2,5,1,11,,,列车怎么样了.,False,Block,Normal,,,,[],,,[],,,,TRUE,173.4154;256.5893
莱曼_2_6,2,6,11,1,,,"车体情况还算良好,但是输油口已经被堵塞了,我需要输油剂和清理路障",False,Block,Normal,,,,[],,,[],,,,TRUE,285.0301;326.7772
Player_2_7,2,7,1,11,,,我去想想办法弄到输油剂.,False,Block,Normal,,"SetQuestState(""油管堵塞"",""active"");",,[],,,[],,,,TRUE,363.9043;405.0168
Player_2_8,2,8,1,11,,,我把输油剂带来了,False,Block,Normal,"CurrentQuestState(""油管堵塞"")==""active"";","RemoveItem(""输油剂"");",,[],,,[],,,,TRUE,658.2705;118.7485
莱曼_2_9,2,9,11,1,,,我这就把油管疏通好并将克农放入,False,Block,Normal,,"SetQuestState(""油管堵塞"",""success"");",,[],,,[],,,,TRUE,663.5851;193.7181
奎卡地下列车_2_10,2,10,21,21,,,"托奇熟练的将克农浓缩装置放入输油口,我与查克将周围的藤曼清理干净,巨大的轰鸣声随之而来,托奇启动了近百年都未曾复用的列车.",False,Block,Normal,,,,[],,,[],,,,TRUE,660.2145;272.5352
托奇_2_11,2,11,3,21,,,"列车缓缓地发动,由于年久未行驶,发出令人厌烦的噪音,一团黑影不断的从四周冒出,地下的生物闻到克农燃油发出的味道后开始吸取克农燃油",False,Block,Normal,,,,[],,,[],,,,TRUE,816.1166;337.7235
奎卡地下列车_2_12,2,12,21,21,,,准备战斗,False,Block,Normal,,Dungeon_StartBattle();,,[],StartBattleState reload loction dungeonState set true,,[],,,,TRUE,314.8042;992.6547
莱曼_2_13,2,13,11,1,,,"我们要小心这条地道的爬虫,燃烧出的独特气味会吸引大量的爬虫进行啃食.所以我们会专门雇佣一些清扫夫去清理.",False,Block,Normal,,,,[],,,[],,,,,657.0565;392.4786
Player_2_14,2,14,1,11,,,这也是肯托弃用地下列车的原因吗？,False,Block,Normal,,,,[],,,[],,,,,654.1137;488.3596
Player_2_15,2,15,1,11,,,爬虫现在还存在吗?,False,Block,Normal,,,,[],,,[],,,,,952.2713;487.9294
